기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_1_유동인구_수,시간대_2_유동인구_수,시간대_3_유동인구_수,시간대_4_유동인구_수,시간대_5_유동인구_수,시간대_6_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
2018,3,A,골목상권,1001007,천호대로219길,167369,101194,66173,21627,22971,25465,33755,42181,21374,8656,37887,40059,31772,36064,12930,26337,26712,25961,27824,27654,18032,14844
2018,3,A,골목상권,1000948,백제고분로34길,931106,503323,427781,32602,207694,229244,176808,164649,120112,191677,192192,145675,131817,163137,106603,131520,132130,133157,133317,135982,134276,130729
2018,1,A,골목상권,1000011,숭인동길,2337131,1281111,1056024,108727,560297,432760,402064,456757,376522,312028,429737,471565,440005,461281,222521,330163,339816,342030,327072,359125,315654,323270
2018,1,A,골목상권,1000012,옥인길,793551,332439,461113,94650,197080,176137,148533,107991,69169,104126,133053,157313,152630,170091,76335,115600,122385,123507,100627,101869,118014,111557
2018,1,A,골목상권,1000013,율곡로10길,1117729,654467,463261,22818,386434,226305,178254,158694,145224,108243,131845,205134,237691,305976,128839,152531,162407,166975,157279,169766,178995,129777
2018,1,A,골목상권,1000023,창신5길,1832223,946925,885295,90297,334747,303910,347578,429340,326353,303642,332000,300832,301593,386593,207557,261161,263743,267960,257000,266905,261572,253894
2018,1,A,골목상권,1000024,창신길,1125433,590089,535343,52621,231585,179682,210347,266404,184783,214955,213018,169374,169845,225719,132537,157119,156950,160596,155662,160330,164696,170075
2018,1,A,골목상권,1000035,동호로11길,1333908,688837,645072,80866,346398,290347,223448,204237,188626,174029,210972,242784,233347,313913,158863,197494,202224,201771,190310,198192,177092,166839
2018,1,A,골목상권,1000036,동호로15길,2123987,1092426,1031559,130203,569243,460083,360007,321479,282977,270278,326816,383825,370081,513293,259693,312898,325208,322767,301505,318392,278368,264868
2018,1,A,골목상권,1000059,서빙고로71길,262072,147845,114227,17965,56903,51808,62033,42836,30525,36904,55839,49357,44549,49517,25899,38701,39227,39253,36626,38313,34643,35300
2018,1,A,골목상권,1000060,소월로20길,764018,381473,382549,39970,239659,221459,116882,77798,68256,138023,137928,111073,114645,161466,100885,98855,98125,103484,101321,107485,121875,132882
2018,1,A,골목상권,1000061,신흥로20길,654180,330865,323318,32312,182433,169883,109320,82954,77271,125962,129587,101972,100032,123569,73057,88729,88255,91464,88787,91926,95323,109692
2018,1,A,골목상권,1000025,통일로12길,1661874,767816,894059,171155,280367,286969,357766,275014,290604,381553,353112,226933,218360,280764,201150,253735,253603,256854,185132,180790,254764,276987
2018,1,A,골목상권,1000071,이태원로54길,1364257,683422,680833,30583,530731,399114,208514,118634,76687,230649,184671,214576,234643,319127,180592,167041,174370,180304,176567,204742,247024,214219
2018,1,A,골목상권,1000072,장문로45길,1233478,682081,551399,44934,392873,301944,207812,156340,129584,273809,227087,174683,169434,230690,157783,171080,165494,167543,166129,175613,188446,199175
2018,1,A,골목상권,1000037,동호로20길,1694733,888493,806244,75889,471093,365036,303621,276850,202252,202562,276233,322479,303101,398081,192270,249039,264865,261955,243761,254922,215688,204503
2018,1,A,골목상권,1000083,한강대로88길,664645,360903,303748,52626,222127,137881,107719,83031,61267,64458,96708,129864,124995,167596,81031,95536,102301,102349,92562,98576,80695,92625
2018,1,A,골목상권,1000084,한남대로20길,1064165,506888,557277,15159,280776,326522,202802,127517,111390,131639,175038,193900,187360,242688,133551,154070,164250,167712,154809,159866,138944,124520
2018,1,A,골목상권,1000110,성수일로6길,1771112,1021138,749971,45583,463369,465950,336035,286806,173378,138167,311262,406123,346519,405508,163529,282921,300041,300281,272138,284236,180766,150735
2018,1,A,골목상권,1000111,송정12라길,1152495,624810,527683,71356,432161,213500,158090,154095,123306,214470,229991,195925,178991,211317,121812,170080,168946,171797,161446,162233,151105,166883
2018,1,A,골목상권,1000112,송정4가길,1206981,674501,532471,37854,435917,262597,197523,169138,103959,203431,246842,215307,196266,222618,122519,181205,184390,185657,173152,176638,149881,156062
2018,1,A,골목상권,1000073,청파로47길,1721384,707858,1013529,222550,734013,285992,203108,156305,119420,192315,260737,344485,336587,406949,180318,257997,269985,270799,250129,247458,203193,221830
2018,1,A,골목상권,1000122,용답중앙길,1149413,599287,550126,39236,276530,234671,200998,214837,183143,222901,215188,176538,177147,224940,132696,164966,168856,171534,161118,168364,153963,160618
2018,1,A,골목상권,1000123,장터길,1449512,711696,737814,87768,268118,312006,263238,250716,267663,304015,267833,195078,202235,289156,191198,204112,201455,205482,200767,205158,215484,217037
2018,1,A,골목상권,1000085,회나무로13길,1040003,502524,537473,26998,372951,329997,158562,89145,62359,146871,152315,159756,181499,259626,139931,129957,131483,137640,136246,149227,188799,166653
2018,1,A,골목상권,1000124,청계천로10나길,853745,462147,391600,24071,168184,193690,168098,173430,126276,122669,175436,159681,150827,166909,78231,129525,133853,135398,123648,125222,105497,100610
2018,1,A,골목상권,1000014,율곡로16길,1676474,958027,718446,58262,434753,324420,295159,305024,258854,158539,292565,396518,361887,340056,126913,263186,282605,279319,258676,261562,184180,146939
2018,1,A,골목상권,1000015,이화장길,1994745,964416,1030324,121072,761868,402679,288762,241186,179177,175452,263335,373872,418926,550649,212514,270242,291913,299481,279899,290871,300244,262094
2018,1,A,골목상권,1000026,평창길,153199,63924,89269,15492,25462,23833,28760,31045,28616,29059,32953,25427,22567,26479,16717,27542,27433,27116,16302,16268,14224,24318
2018,1,A,골목상권,1000027,필운대로1길,1191352,540748,650601,116900,291403,265722,232963,170503,113858,141668,188636,235170,226858,276102,122908,170956,183188,184808,156249,159871,175511,160770
2018,1,A,골목상권,1000038,동호로8길,2005903,1021695,984204,122889,513678,432991,340976,311264,284109,271489,305763,349485,337676,484766,256730,294290,302597,300866,283231,299799,266665,258462
2018,1,A,골목상권,1000039,명동길,4214162,2160943,2053220,113451,1201047,1080315,823004,582068,414265,133300,568029,1071473,1002550,1133070,305745,634457,697089,700165,641266,674734,475644,390810
2018,1,A,골목상권,1000016,자하문로7길,1326074,636088,689984,111480,346043,309408,255752,187589,115803,120942,194887,276731,272336,327561,133609,185332,201887,203064,182677,188833,191956,172331
2018,1,A,골목상권,1000062,우사단로10길,2087353,1117366,969985,49457,771002,572984,323980,213252,156698,478362,323620,290932,286387,414992,293063,265420,260533,263253,265835,302140,367246,362930
2018,1,A,골목상권,1000063,우사단로14길,1860968,995677,865294,45888,791543,511578,254423,155239,102316,468270,251519,239421,253086,372170,276514,218221,209139,219473,224686,269605,369417,350448
2018,1,A,골목상권,1000028,난계로11길,2174573,1120455,1054121,80160,460450,448326,382077,443280,360274,321794,378309,367028,368513,485601,253336,304080,313903,359152,299898,350136,295888,251525
2018,1,A,골목상권,1000074,청파로47나길,1976377,807448,1168940,210073,779198,341599,261360,223863,160296,254903,323506,382027,381347,437886,196722,292282,303536,304088,282392,277854,240155,276070
2018,1,A,골목상권,1000075,청파로71길,1765394,810712,954691,161095,504817,333389,293482,292153,180471,271139,351963,330163,320473,324124,167535,264881,268652,271280,253551,247543,219950,239529
2018,1,A,골목상권,1000040,삼일대로4길,2243220,1300091,943126,50615,489847,509196,495343,392749,305459,108744,359396,592256,489830,522946,170041,361112,395379,394643,356124,367931,199378,168646
2018,1,A,골목상권,1000086,효창원로39길,1219810,619610,600193,65702,250222,282382,236595,200032,184867,242144,225829,181262,176020,241803,152750,172836,171935,174895,170847,173850,176173,179284
2018,1,A,골목상권,1000087,후암로28길,820921,432327,388591,42454,202572,196703,159140,125520,94534,137249,149101,145646,128610,169627,90683,117048,116266,121733,115112,118720,111639,120394
2018,1,A,골목상권,1000064,우사단로4길,1363941,761682,602261,46087,497074,344964,209531,151736,114562,339191,238230,185551,181410,243318,176253,178854,170324,172706,173368,191282,230273,247143
2018,1,A,골목상권,1000113,아차산로11길,1182636,692734,489907,18341,302213,304172,223596,211117,123214,95394,224920,265993,232658,261583,102093,188338,202002,202234,183855,191643,119870,94705
2018,1,A,골목상권,1000114,아차산로15길,1474809,846727,628077,40557,490680,337112,262049,218722,125709,193723,296303,294703,269136,288401,132545,230429,240441,241835,222825,229365,163093,146826
2018,1,A,골목상권,1000076,청파로73길,1137448,620812,516643,51504,262337,265686,223366,211443,123118,163325,228497,204177,200410,226666,114383,164356,165703,168495,162255,169222,153288,154128
2018,1,A,골목상권,1000125,한림말3길,897927,407161,490767,41772,162332,217408,178677,149430,148310,138065,155174,143727,142670,203072,115223,128775,129783,132349,126002,129824,129387,121808
2018,1,A,골목상권,1000126,한림말길,848450,375183,473267,35904,146811,210175,170838,144684,140038,136763,152492,133096,130767,186832,108505,122314,123288,125468,119702,122056,121420,114207
2018,1,A,골목상권,1000088,고산자로6길,2161836,1085884,1075949,213863,687678,410926,331444,289067,228858,335404,346112,339912,340124,510618,289673,297001,301761,315770,298628,311586,321690,315388
2018,1,A,골목상권,1000115,아차산로5길,1302513,755894,546614,28782,331595,345077,248062,215540,133460,120369,230738,292676,239632,293569,125527,203836,215694,216976,197288,205325,139777,123621
2018,1,A,골목상권,1000127,광나루로12길,2203761,1177407,1026349,148848,1090630,363317,240995,217805,142168,455507,394161,297882,296536,448000,311687,313583,317419,319387,303961,309991,320202,319219
2018,1,A,골목상권,1000017,종로24길,1445380,893506,551872,30815,391214,261324,248792,248974,264269,61247,183586,339017,363541,382465,115529,221800,237716,242025,219875,229443,177905,116620
2018,1,A,골목상권,1000018,종로58가길,2118884,1095384,1023493,90024,438223,432563,395701,418720,343655,345644,394075,395994,385854,391538,205775,307752,319537,316472,300974,313571,295421,265160
2018,1,A,골목상권,1000029,난계로21길,1339868,687099,652779,51274,274810,328460,238486,242522,204308,193421,236678,240584,258645,269791,140766,186406,188267,189385,183321,186772,210197,195525
2018,1,A,골목상권,1000030,다산로33길,2164485,1141247,1023241,80387,581793,492579,410423,373437,225872,317810,365653,378001,360149,479102,263759,312008,335036,336330,315850,325617,290539,249105
2018,1,A,골목상권,1000041,장충단로8길,1277168,681228,595945,50698,369206,285895,220432,207767,143179,165678,218398,246432,227080,282130,137449,186043,200361,198581,186449,192300,161612,151823
2018,1,A,골목상권,1000042,청구로17길,2100727,1064893,1035837,107168,553330,449597,379578,346391,264668,269817,333787,374354,364685,501250,256833,308338,323327,321480,299456,316635,274639,256868
2018,1,A,골목상권,1000019,종로65길,2696444,1427847,1268595,133620,589594,503733,482266,542163,445067,401329,495030,506558,497072,526404,270046,383124,387693,388298,373556,398367,376248,389158
2018,1,A,골목상권,1000065,원효로19길,762041,410456,351579,51796,132049,193279,172372,125522,87025,110469,157796,142288,133930,143025,74526,115456,118047,118933,111217,112919,90904,94572
2018,1,A,골목상권,1000066,원효로41길,809705,444062,365640,36827,156867,200510,181894,132000,101607,138432,152571,139872,131718,157353,89749,119885,120982,123114,116808,118917,105197,104811
2018,1,A,골목상권,1000031,다산로36길,1306821,679049,627774,78545,295610,285351,239206,238314,169797,229476,232024,208216,201116,276528,159455,181728,188645,197071,183521,193966,183373,178517
2018,1,A,골목상권,1000077,한강대로104길,1283689,700064,583629,48850,320340,324140,255145,198561,136670,159223,236250,263924,226969,273409,123901,188416,193978,197054,186000,193090,151614,173534
2018,1,A,골목상권,1000078,한강대로15길,474681,273145,201539,17066,100349,115946,96551,79385,65380,61501,92235,95559,86663,93121,45602,67546,73680,73075,68795,67679,65739,58172
2018,1,A,골목상권,1000043,청구로1길,1086826,527004,559823,54595,236659,239154,199585,196549,160289,191540,212516,173744,166035,216426,126561,158562,161003,162874,154677,159971,145276,144463
2018,1,A,골목상권,1000089,금호산2길,1509302,739901,769403,104950,258658,323187,275668,271405,275437,297941,279616,213588,223726,303895,190539,209869,209288,214801,206850,214270,223369,230864
2018,1,A,골목상권,1000090,금호산길,1916399,932569,983827,129776,337833,442904,351741,326368,327784,378874,364919,277096,278158,378495,238857,267300,270255,274983,264916,275089,281135,282713
2018,1,A,골목상권,1000067,원효로53길,1351237,770516,580717,48669,295322,342093,268780,220425,175955,187644,231350,256971,235900,289634,149748,202324,207234,209682,196358,202714,173450,159476
2018,1,A,골목상권,1000116,왕십리로14길,1398447,782316,616130,42333,351943,355008,264059,226383,158727,144890,242636,294064,262871,320541,133432,213527,224688,222679,207436,212778,166521,150807
2018,1,A,골목상권,1000117,왕십리로21길,1254063,593997,660072,112765,289314,272489,219061,201240,159191,222771,223811,198039,193563,265784,150091,170011,173461,179672,172157,177293,184778,196690
2018,1,A,골목상권,1000079,한강대로43길,1364152,752949,611197,35358,390253,425661,261570,154360,96950,120220,219512,277119,269589,328567,149150,205346,214237,224460,206634,207489,160778,145209
2018,1,A,골목상권,1000091,둘레9길,904529,503428,401100,41449,188136,199885,165044,194502,115510,124491,153131,160869,160000,202695,103339,128384,132807,132977,129086,131998,131214,118068
2018,1,A,골목상권,1000118,왕십리로26길,2521558,1233297,1288264,143494,736305,498210,409511,442081,291956,405580,426510,405116,400206,572318,311839,353352,358602,372406,357513,363184,371554,344945
2018,1,A,골목상권,1000020,지봉로8길,1982164,1019120,963040,92082,409881,389048,368819,400719,321612,330369,370544,341491,336484,390958,212310,286576,286743,286962,277490,287912,276714,279779
2018,1,A,골목상권,1000021,창경궁로35길,1625912,775917,849989,206542,595463,258469,228187,189775,147468,227252,265158,261115,276394,391995,204003,223093,231731,236266,221675,229540,238156,245453
2018,1,A,골목상권,1000032,다산로38길,2447643,1289298,1158346,103038,593801,544184,460445,451613,294573,368365,405143,414150,402417,555816,301746,341603,363483,394053,346865,382354,331853,287430
2018,1,A,골목상권,1000033,다산로39길,2086277,1100288,985993,79828,555586,507545,389993,345208,208120,352081,347522,345732,327830,438115,274985,303419,328812,330505,308546,317032,272144,225821
2018,1,A,골목상권,1000044,퇴계로12길,983413,477445,505969,19927,195300,242079,203288,177407,145410,56798,164657,261939,243994,197837,58191,150654,162267,161245,148384,152367,123358,85145
2018,1,A,골목상권,1000045,퇴계로18길,743870,367090,376783,44725,192784,180217,138397,106168,81571,39395,123604,182552,173240,171937,53144,113236,121309,120087,111185,114058,92810,71197
2018,1,A,골목상권,1000022,창신2길,1399313,739111,660201,55919,267462,227389,264994,332187,251371,223299,245278,242486,246191,288193,153863,196685,201176,205002,196926,203394,201240,194885
2018,1,A,골목상권,1000068,원효로89길,1578312,779759,798550,147411,508700,360337,255208,180955,125688,190801,265493,314722,277371,355598,174321,237260,247561,249329,232266,236811,188073,187008
2018,1,A,골목상권,1000069,이촌로22길,307018,153363,153658,5286,71378,79533,54767,49572,46482,38749,45792,53911,57618,78575,32371,40395,39892,42939,42057,44709,50287,46737
2018,1,A,골목상권,1000034,동호로10길,2210678,1113462,1097213,123230,562854,482282,389102,353855,299365,307011,355694,380955,367118,518939,280958,326099,335638,334781,314698,331300,292268,275900
2018,1,A,골목상권,1000080,한강대로52길,1189545,652587,536954,31800,341846,367376,228985,135504,84035,102249,189460,240037,232332,291958,133510,175307,184125,194858,181465,180765,143320,129704
2018,1,A,골목상권,1000081,한강대로62길,1002073,537086,464983,28887,295311,309729,185289,113928,68928,88074,157548,197934,197558,247324,113633,142860,148563,160087,151146,150515,130932,117969
2018,1,A,골목상권,1000046,퇴계로46길,1458650,790870,667782,96669,486297,308151,235486,192517,139525,167552,255611,312726,273269,303371,146141,237185,246722,241977,222276,227687,153947,128870
2018,1,A,골목상권,1000092,뚝섬로5길,1124583,646754,477825,42377,284417,291360,217826,182632,105970,91802,205403,256166,229632,244027,97549,178404,188962,188844,171806,178977,119823,97772
2018,1,A,골목상권,1000093,마장로27길,1588172,815438,772738,81066,410400,316966,278728,306158,194858,280792,314266,252526,238315,317678,184610,228804,234520,241476,227030,228413,217832,210108
2018,1,A,골목상권,1000070,이태원로27길,2389722,1200772,1188947,72067,1150554,631415,269642,165221,100847,527096,224777,272080,334458,600177,431143,257300,246979,266873,278556,356097,540156,443752
2018,1,A,골목상권,1000119,왕십리로31길,1267389,608221,659170,70210,341574,274137,205175,209521,166776,223631,229777,197600,194526,265494,156368,182246,183502,188075,178519,183105,180379,171574
2018,1,A,골목상권,1000120,왕십리로6길,1630600,905281,725315,54456,405777,412343,316531,263466,178029,135340,277328,366499,321336,383111,146975,250892,268098,267345,243933,252480,187568,160281
2018,1,A,골목상권,1000082,한강대로7길,640104,338996,301111,17713,144001,160100,126773,102032,89483,88558,111316,119619,116066,140373,64169,85094,91453,93257,91077,91913,99311,88004
2018,1,A,골목상권,1000094,마장로39길,916606,496190,420416,47022,236375,168159,161563,167181,136317,169430,190567,144281,135840,173113,103379,132071,133301,133339,130433,132942,129618,124897
2018,1,A,골목상권,1000121,용답29길,1654568,884750,769810,48573,388456,345702,296047,316265,259515,276082,308005,272404,271151,338721,188205,238834,243410,248938,231590,245394,217405,228984
2018,1,A,골목상권,1000008,북촌로5나길,174135,84482,89650,7298,50614,43356,33093,26750,13026,3911,21238,45783,52724,43164,7315,22432,23879,23218,22994,24228,31576,25800
2018,1,A,골목상권,1000009,삼청로5길,173849,83415,90431,5701,51340,43462,33323,26957,13066,3834,19852,45842,53771,43507,7041,22140,23459,22868,22742,24035,32328,26269
2018,1,A,골목상권,1000010,성균관로5길,2112972,1014938,1098030,265036,1041292,310302,217552,167180,111617,250619,225978,310550,372918,623474,329429,282702,289452,299528,284062,298765,343051,315423
2018,1,A,골목상권,1000056,두텁바위로1길,1498347,801416,696935,96049,435073,337271,266952,208253,154762,188706,246795,286923,259973,344537,171402,214045,223517,226013,209688,219918,185787,219381
2018,1,A,골목상권,1000057,백범로79길,1466355,714610,751738,123010,416888,338450,247633,196447,143917,186822,277176,298240,258585,297772,147754,220117,225294,232631,213625,219575,180159,174950
2018,1,A,골목상권,1000058,백범로90길,1532569,808579,723977,67522,391235,452477,287041,203941,130353,215341,291165,301878,259644,307069,157463,233261,244265,245467,228772,233443,178722,168633
2018,1,A,골목상권,1000107,성덕정길,553748,305270,248473,29307,109630,124245,109130,110135,71289,77078,105991,102816,99473,111162,57209,79274,82779,83783,78753,81601,76032,71528
2018,1,A,골목상권,1000108,성수이로18길,1640574,939880,700690,32530,450184,383010,300991,295068,178811,184464,293212,326850,300028,369962,166055,253641,265680,266211,247405,256924,190568,160163
2018,1,A,골목상권,1000109,성수이로7길,1435948,825536,610414,37119,365063,367086,272388,249551,144751,107478,241946,324295,285490,338247,138491,224748,236717,235676,218342,226223,165881,128378
2018,1,A,골목상권,1000104,상원길,1149744,656362,493376,35710,288065,304240,229601,179850,112285,107339,199116,257970,219182,258694,107438,184232,193312,192916,176715,182088,117084,103388
2018,1,A,골목상권,1000105,서울숲2길,993272,534693,458580,37584,249373,234668,180801,167306,123530,94628,174741,206212,193311,234087,90289,142583,154224,153633,141981,146365,137165,117320
2018,1,A,골목상권,1000106,성덕정17길,1564894,871650,693248,47803,329429,351101,292979,336145,207443,243841,273628,270711,256721,338940,181064,226643,231136,230347,223819,227028,219513,206432
2018,1,A,골목상권,1000575,공항대로42길,957546,458985,498562,86760,181019,204986,193091,167745,123944,97799,139766,189525,195797,238302,96358,126919,134926,141883,129629,130240,153923,140038
2018,1,A,골목상권,1000621,고척로21나길,600422,317494,282924,40445,123147,117927,116712,122326,79877,102082,102514,91439,95315,129099,79973,81452,77666,78964,80264,84443,95213,102413
2018,1,A,골목상권,1000622,고척로27길,864706,452098,412612,72581,163790,159482,174259,177780,116815,142845,154351,132921,138330,184526,111732,122241,117088,118720,118217,123571,130555,134316
2018,1,A,골목상권,1000539,오목로5길,1023790,525777,498004,59990,172299,221256,201621,196310,172325,182284,179964,154623,157843,222326,126742,138449,136632,140198,140242,147653,154667,165948
2018,1,A,골목상권,1000585,등촌로39길,599421,316082,283344,58610,128136,114715,94201,119970,83782,84477,121676,110912,105364,115827,61165,87348,85459,87226,82225,82519,81747,92903
2018,1,A,골목상권,1000586,등촌로51길,790824,408002,382826,51358,191477,176501,132245,139011,100228,108454,143520,142234,138210,167680,90743,116592,116188,116656,110007,114469,108553,108346
2018,1,A,골목상권,1000551,화곡로4길,487845,267383,220456,37033,88028,93077,89492,108255,71965,47685,86538,93908,92542,113512,53650,70511,70668,70911,69283,72426,66833,67224
2018,1,A,골목상권,1000597,양천로73가길,1175589,613733,561856,77607,239713,279659,233899,207686,137025,207363,214655,180538,178876,243735,150429,163495,164857,168234,160610,167633,173221,177530
2018,1,A,골목상권,1000598,우장산로6길,1050117,493433,556681,192813,183251,196217,219702,161958,96173,158979,208649,180563,177760,211427,112749,154597,152675,158920,148966,154539,142000,138425
2018,1,A,골목상권,1000563,강서로5가길,3139692,1598426,1541261,174579,781818,750989,535456,486834,410008,613870,544170,436394,460973,659804,424477,435454,432542,437978,429283,439373,487551,477524
2018,1,A,골목상권,1000609,개봉로11길,1084705,539866,544832,74619,195327,220509,201062,217101,176093,215964,195173,156956,156082,221142,139378,147276,142612,147958,147833,154496,165294,179227
2018,1,A,골목상권,1000610,개봉로17길,842541,400269,442271,53010,165327,183569,142699,154546,143398,190219,161189,109955,107716,163372,110089,115814,111393,113136,113403,117278,130633,140881
2018,1,A,골목상권,1000623,고척로27다길,875342,458492,416851,77709,164006,157249,174443,178852,123075,134144,149600,138844,147300,193109,112341,124953,119608,121108,120126,125434,131049,133062
2018,1,A,골목상권,1000669,범안로17길,610737,362382,248350,16788,142953,148927,112326,122003,67729,102985,118012,104611,97544,119316,68268,87606,89130,91551,86313,89011,86513,80607
2018,1,A,골목상권,1000670,벚꽃로56길,688592,429256,259342,4786,151714,181166,153512,130887,66530,73020,110113,136062,126255,168293,74865,108104,111336,112427,104156,107061,70304,75197
2018,1,A,골목상권,1000587,등촌로55길,848399,436357,412043,40631,214731,202744,146339,141941,102008,117964,145900,148455,144447,186457,105197,125255,126436,126078,119208,125730,116015,109663
2018,1,A,골목상권,1000633,구로중앙로19길,1143697,611477,532215,22403,234761,245139,229719,240753,170904,177998,206455,198823,197169,237488,125757,167678,168469,170634,164332,166435,149773,156359
2018,1,A,골목상권,1000634,구로중앙로28길,1700055,882095,817952,70292,397125,383922,313596,304537,230564,282271,306048,286268,273641,350379,201443,240886,240769,245377,233071,241775,239570,258605
2018,1,A,골목상권,1000599,월정로20길,1545721,811114,734601,38981,406133,381746,258927,255165,204763,362409,287364,187307,192825,295284,220523,206721,200799,204757,205037,206798,254109,267509
2018,1,A,골목상권,1000645,부일로11길,183504,86271,97239,28381,32411,33018,36333,31080,22282,12910,32123,39533,33423,42100,23427,21466,19822,24005,22705,29281,20749,45471
2018,1,A,골목상권,1000646,부일로15길,239635,117812,121825,19793,46694,46392,49313,44026,33421,22062,39870,44050,39937,57419,36313,26471,24559,29882,27412,36182,28772,66348
2018,1,A,골목상권,1000611,개봉로17다길,987238,477960,509276,59179,199090,216397,163599,176657,172316,214774,185913,131357,131252,195031,128910,135934,131664,133300,132438,137295,153329,163282
2018,1,A,골목상권,1000657,금하로1길,64755,35430,29329,4801,8859,16008,15612,12277,7200,9935,11293,10177,9933,15024,8392,8504,8201,8809,8438,9047,9807,11955
2018,1,A,골목상권,1000658,금하로24길,725083,391129,333963,64861,143970,129508,131114,140378,115248,101417,118908,116916,127061,170326,90457,98681,97361,100565,98142,103592,110003,116735
2018,1,A,골목상권,1000671,시흥대로120길,1118364,595827,522542,31111,210300,228437,217189,252515,178809,209985,193334,166643,170169,236114,142120,155064,152531,158795,154723,158325,166075,172864
2018,1,A,골목상권,1000528,목동중앙북로8길,1339573,690363,649207,101949,303141,284273,218102,248293,183810,180315,246846,242493,238406,284190,147311,196260,195780,197292,186495,192150,182822,188772
2018,1,A,골목상권,1000529,목동중앙서로7길,1328402,678051,650347,154114,278045,251282,256589,229362,159026,234937,229960,198849,204200,284268,176193,185730,185554,184402,180729,190120,197613,204241
2018,1,A,골목상권,1000635,구로중앙로34길,1396167,702403,693763,56300,328701,323126,255566,246126,186336,203768,221245,232844,242212,321875,174215,186396,186121,194580,186325,192803,219629,230315
2018,1,A,골목상권,1000684,경인로77길,809302,408791,400510,23260,211239,212679,142876,124585,94650,64386,109380,155906,163970,224683,90974,106264,115663,118221,111752,119617,126028,111747
2018,1,A,골목상권,1000685,경인로80길,769416,387144,382263,16522,208494,203770,131324,122344,86952,87271,120434,141095,149540,191465,79611,103379,107660,110020,105025,110924,117041,115367
2018,1,A,골목상권,1000647,부일로1길,124485,71451,53030,13819,22399,30974,20840,20094,16362,14273,24498,23761,21932,25282,14736,17936,17788,17916,17062,17624,15271,20887
2018,1,A,골목상권,1000696,대림로44길,1255777,653905,601875,62195,226685,255892,250619,272250,188139,195123,240235,226088,212411,245780,136145,184294,183269,184867,177632,182931,161393,181388
2018,1,A,골목상권,1000697,대림로7길,1223861,613113,610754,26803,277924,258642,231592,246830,182079,229328,214747,189449,186773,252586,150985,168490,165626,172491,165059,169715,171657,210822
2018,1,A,골목상권,1000659,남부순환로112길,1268340,736658,531686,17815,376933,317350,217216,205560,133465,223384,229673,204378,200338,260945,149605,181634,183565,186774,173731,180089,172927,189615
2018,1,A,골목상권,1000516,남부순환로79길,803893,443635,360246,54025,120490,154368,167315,177916,129769,93198,150985,152462,144731,173212,89283,113901,116799,118282,110560,118423,109792,116130
2018,1,A,골목상권,1000517,남부순환로88길,322238,166216,156018,41506,54138,57932,73840,61801,33000,39193,65024,62463,58435,62954,34167,44039,44559,45503,42212,45924,40594,59400
2018,1,A,골목상권,1000530,목동중앙서로8가길,955538,489214,466328,85853,210286,191971,181109,167256,119067,167135,148994,135286,146221,218957,138948,133236,134173,131568,129708,137385,147063,142397
2018,1,A,골목상권,1000576,공항대로55길,549227,294310,254918,13206,146500,150891,97789,80794,60042,78223,102789,103696,87421,115411,61696,79133,80516,82428,76232,80513,71774,78617
2018,1,A,골목상권,1000577,공항대로59길,1336570,695035,641537,60150,331625,347833,234554,213722,148689,194005,238914,234261,221178,286244,161987,198589,200245,201014,189087,198372,177550,171709
2018,1,A,골목상권,1000686,경인로90길,1019483,466441,553037,40470,300864,236453,167608,157575,116519,58887,123114,213852,264008,286336,73282,132760,138520,141500,134126,145183,171428,155977
2018,1,A,골목상권,1000540,은행정로5길,1202578,611770,590800,129032,217272,222316,243737,217516,172704,168199,183198,204478,211877,284675,150153,170765,173121,173842,166207,174920,173559,170159
2018,1,A,골목상권,1000541,은행정로7길,1561729,798296,763426,167719,307080,301646,297625,266025,221636,238805,249557,253047,262153,358670,199503,220413,222374,224377,216959,228031,226856,222711
2018,1,A,골목상권,1000698,대림로8길,1973625,958599,1015034,59698,439189,391247,370542,395799,317149,341073,364974,330987,312478,397388,226738,273322,273211,286623,264846,274966,268557,332102
2018,1,A,골목상권,1000552,가로공원로76가길,1235946,611336,624613,53887,265898,282848,210725,221570,201021,244213,224068,175008,188047,249912,154688,171206,167794,170644,168938,171858,187934,197564
2018,1,A,골목상권,1000553,가로공원로80길,863769,431429,432338,42959,175748,199282,150237,157581,137963,162227,158399,130257,133296,174998,104606,121266,119501,121354,118984,122356,126987,133326
2018,1,A,골목상권,1000518,목동남로4길,445597,238259,207341,44654,81851,69933,87783,84266,77115,71472,84421,72316,72622,90181,54584,60563,59765,60113,59113,63431,67965,74645
2018,1,A,골목상권,1000564,강서로5나길,2158530,1128432,1030091,80062,556664,531435,367588,346329,276445,487561,395649,270852,276676,421097,306679,291025,286029,290910,289220,292890,349386,359083
2018,1,A,골목상권,1000565,강서로5라길,1263192,643174,620021,73556,225180,295327,239052,229765,200314,242262,234565,190031,189062,250457,156828,175539,175127,176159,172972,177522,187641,198236
