기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_1_유동인구_수,시간대_2_유동인구_수,시간대_3_유동인구_수,시간대_4_유동인구_수,시간대_5_유동인구_수,시간대_6_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
2018,2,A,골목상권,1000071,이태원로54길,1780278,875249,905025,26800,664598,521345,277592,168842,121105,330218,254604,266826,292855,399820,235943,215813,229196,234439,241064,281244,310770,267763
2018,2,A,골목상권,1000072,장문로45길,1504078,814418,689655,41885,460208,397815,254418,185942,163821,352393,283197,202990,198324,280161,187022,192553,189498,211108,213640,223905,244430,228945
2018,1,A,골목상권,1000900,논현로26길,1200908,681756,519153,27733,271207,323126,240927,193960,143943,106638,201612,269919,235271,270252,117212,185918,197875,197818,180254,186900,131376,120778
2018,1,A,골목상권,1000901,논현로28길,1149802,636990,512808,26368,263400,301255,225332,186277,147169,92352,185259,264841,224382,269364,113599,175562,187853,187060,171920,178614,129099,119705
2018,1,A,골목상권,1000902,논현로63길,1675502,944203,731298,48242,450735,460858,333023,215030,167621,209172,295416,359663,291925,347520,171805,264297,276783,277913,253697,258411,175675,168727
2018,1,A,골목상권,1000960,양재대로64길,1708048,929464,778586,97750,334722,370251,344604,335551,225166,266479,295313,304487,265795,362662,213322,251173,253382,258941,246527,253700,227760,216557
2018,1,A,골목상권,1000961,양재대로71길,1168851,585821,583028,181423,220292,193908,206708,203412,163107,124986,163579,200913,204259,318901,156210,166773,172798,171537,165291,174246,165772,152446
2018,1,A,골목상권,1000962,양재대로72길,926269,471181,455092,123382,180943,153479,162901,167260,138308,96818,138232,162085,162877,246328,119932,131678,136497,135489,130540,137477,131649,122953
2018,2,A,골목상권,1000060,소월로20길,853830,418598,435240,50107,269156,245454,123437,90660,75015,156269,153038,121132,124039,182008,117351,108585,110191,112597,110097,121054,144313,147003
2018,1,A,골목상권,1000924,선릉로121길,2410471,1267464,1143019,89806,649554,690022,463846,287988,229250,249505,386665,530152,475325,532369,236463,375624,403823,419184,365736,375522,253228,217358
2018,1,A,골목상권,1000925,선릉로132길,2764060,1357459,1406610,129087,705308,742728,533206,353521,300206,323914,450361,570707,524253,605020,289828,408092,450815,451195,412676,426717,340968,273606
2018,1,A,골목상권,1000936,학동로38길,1492605,846747,645867,19067,431537,463869,287778,162208,128144,139792,232610,343241,301021,331313,144635,223337,247471,249020,229655,232800,173572,136757
2018,1,A,골목상권,1000937,학동로56길,2848052,1454160,1393906,128217,758856,786359,545798,352238,276583,325297,458515,598487,546568,626744,292462,434915,473210,485115,428960,441984,318864,265013
2018,1,A,골목상권,1000938,학동로6길,1611156,862740,748428,36279,555065,490693,262297,151957,114863,250127,262008,267178,257430,359622,214793,237915,245732,250695,241818,254165,209936,170904
2018,1,A,골목상권,1000948,백제고분로34길,943596,502232,441361,40677,215372,244310,170110,151884,121250,184267,196032,149091,135715,168083,110394,136633,135245,136022,129183,134364,137186,134966
2018,1,A,골목상권,1000949,백제고분로39길,1349560,671021,678548,62878,308414,322160,227731,234699,193694,195408,234625,244122,230682,288939,155781,197200,199799,200502,189487,196939,188952,176692
2018,1,A,골목상권,1000950,백제고분로42길,1383811,671650,712165,106347,338169,294754,217604,232093,194855,200723,240610,241142,243036,299416,158889,202720,209968,208210,197451,203327,187288,174848
2018,1,A,골목상권,1000770,여의대방로22길,945050,484156,460895,61936,236984,203893,156503,148904,136827,141933,167284,159727,155234,207641,113241,134553,136691,137847,131643,136443,136031,131846
2018,1,A,골목상권,1000816,신림로11길,2132946,1325943,806999,134145,1094015,391081,211039,174989,127692,446255,356764,284693,283115,443988,318135,295290,300081,304031,292751,296856,318262,325687
2018,1,A,골목상권,1000817,신림로28길,2414488,1417317,997166,107142,1096145,482632,270400,240461,217688,427508,397282,355679,364850,537005,332169,341159,343795,346560,333548,340894,354987,353541
2018,1,A,골목상권,1000926,선릉로133길,2459792,1268785,1191011,74858,678261,714733,466752,292655,232527,251715,373778,536757,477060,559310,261190,368983,415043,415081,375795,387935,280814,216148
2018,1,A,골목상권,1000972,구천면로41길,1924500,970288,954213,128306,373807,384315,353485,373596,310987,353170,328069,280537,296997,414998,250724,271635,265997,271317,265065,271692,288662,290155
2018,1,A,골목상권,1000973,구천면로42길,1942831,962213,980624,159408,373371,376313,344615,372111,317021,420746,368427,261519,265943,375056,251132,271086,266967,272014,268422,273264,289677,301421
2018,1,A,골목상권,1000984,성안로3길,1320988,684921,636068,85080,243703,267430,266340,256045,202401,166444,232853,254687,240046,290343,136615,196460,198729,201052,187722,197543,173955,165535
2018,1,A,골목상권,1000985,암사길,1663894,824390,839512,151439,318424,334530,313740,295216,250539,379804,322273,214836,219791,313329,213838,227929,227480,231762,225755,231481,252769,266732
2018,1,A,골목상권,1000986,양재대로101길,3576162,1755951,1820208,167748,751267,797388,663317,671045,525393,665881,665075,552454,536522,710416,445821,521940,534299,543722,475477,486634,487927,526157
2018,1,A,골목상권,1000996,올림픽로78길,1629590,799495,830089,75741,331976,311410,300317,329993,280154,222014,253301,285904,312640,382166,173561,230512,231644,236418,219077,232227,244375,235343
2018,1,A,골목상권,1000997,올림픽로80길,1480825,738404,742419,71286,313235,278108,266444,301590,250171,215521,236433,252233,266979,338343,171325,205239,204660,209058,195853,209963,225547,230516
2018,1,A,골목상권,1000998,올림픽로98길,2045517,1040210,1005310,141699,404592,432223,383304,371819,311877,361353,335915,300749,326128,457111,264258,288953,288555,292831,277694,287232,306293,303965
2018,1,A,골목상권,1000818,신림로38길,752031,437670,314355,33794,298812,155087,87148,90381,86811,167725,158231,101679,100893,128191,95308,104148,102939,104225,100177,104878,114760,120899
2018,1,A,골목상권,1000864,방배로42길,1142279,552820,589462,78945,192027,235361,249609,205469,180874,158122,217370,211641,198291,235117,121741,169567,170572,171701,163568,168481,153472,144924
2018,1,A,골목상권,1000865,사임당로17길,2821686,1558658,1263034,165079,683520,621191,548540,422980,380381,246320,410992,621082,540316,696925,306068,426706,450394,455533,419918,437957,334319,296862
2018,1,A,골목상권,1000974,동남로65길,320968,142109,178864,50059,51124,41536,57183,63353,57721,53729,75537,53115,44565,63055,30967,39905,40673,44443,38632,40913,44376,72034
2018,2,A,골목상권,1000010,성균관로5길,2401736,1155953,1245783,294850,1119374,358165,264045,210531,154768,258330,255258,369686,432548,713717,372197,306584,318250,330819,336109,376421,388020,345519
2018,2,A,골목상권,1000011,숭인동길,2362025,1289548,1072483,112894,530135,431390,404997,475392,407225,338576,433692,467982,429098,465043,227647,326917,351428,332476,346991,366499,313003,324705
2018,2,A,골목상권,1000022,창신2길,1794201,926701,867505,76319,338025,306466,330462,414476,328461,358560,326014,282234,279336,344187,203882,259645,256477,261753,246667,241813,262144,265704
2018,2,A,골목상권,1000023,창신5길,2254435,1139549,1114888,115218,407942,389786,415591,511656,414246,442493,426927,339832,333300,446501,265388,325775,318964,326941,314047,308438,326821,333436
2018,2,A,골목상권,1000024,창신길,1543130,791975,751159,77023,305563,263123,282126,351185,264119,378292,292282,203518,202716,282127,184199,223042,218154,223452,204890,200951,228656,243981
2018,2,A,골목상권,1000034,동호로10길,2256115,1114852,1141260,132309,540702,491470,386230,372784,332608,318193,398502,377637,361692,513902,286169,328014,331589,329701,337685,351214,299774,278132
2018,2,A,골목상권,1000035,동호로11길,1761028,887722,873308,103160,449756,389689,289135,267765,261538,243163,298629,303618,294845,405343,215432,263546,255085,250524,256807,262235,244864,227970
2018,2,A,골목상권,1000036,동호로15길,2420400,1219257,1201146,144374,633134,527435,397091,372764,345611,307867,404978,425120,411038,574087,297304,355476,353872,349364,360652,372078,326153,302813
2018,1,A,골목상권,1000866,사평대로22길,693584,318197,375387,43756,126114,159978,173109,109596,81044,62666,120659,140351,129416,160415,80082,101231,106174,104482,98207,104271,96010,83205
2018,1,A,골목상권,1000723,여의대방로39길,654186,349317,304865,73622,130664,104154,130499,126268,88976,94212,132983,121099,110227,129168,66491,92746,93441,96522,88103,92498,91331,99543
2018,1,A,골목상권,1000724,여의대방로43나길,1222228,637732,584487,109848,269936,213281,239053,224958,165143,231973,244528,189576,183350,231959,140847,169185,168130,173424,164324,170899,179350,196914
2018,2,A,골목상권,1000012,옥인길,703726,281707,422021,93623,189158,147335,120743,94014,58856,67508,103857,160491,148940,162819,60121,97650,104258,102891,108593,105998,104087,80241
2018,2,A,골목상권,1000061,신흥로20길,727870,364148,363731,41631,199766,190111,118619,96339,81404,136050,142143,112478,110995,143332,82884,97333,96968,98389,98416,101555,113696,121532
2018,2,A,골목상권,1000062,우사단로10길,2833564,1484532,1349030,50937,1000927,800617,442938,297322,240833,681389,466926,380374,379004,543060,382808,345584,355311,373813,380275,433526,488948,456107
2018,2,A,골목상권,1000073,청파로47길,1916918,744127,1172786,246611,846991,314756,214082,168274,126200,276426,268289,378768,366443,438746,188248,286050,295496,295435,298178,283700,227781,230276
2018,2,A,골목상권,1000074,청파로47나길,2217025,842357,1374669,242512,915988,369951,273356,241277,173940,367568,334523,422153,414766,471679,206343,331166,337792,333117,338474,314153,272210,290124
2018,2,A,골목상권,1000075,청파로71길,1851393,793012,1058382,175080,578105,332330,282345,290131,193402,281979,365468,356769,339289,334249,173641,285606,285497,275673,284239,254583,230809,234993
2018,1,A,골목상권,1000903,논현로8길,427820,238429,189393,27598,82676,100216,87474,72599,57270,39277,78055,94643,80002,95690,40147,65667,68116,68005,62371,65101,49232,49328
2018,1,A,골목상권,1000904,도곡로37길,1904083,994627,909455,59792,446196,493887,413737,269379,221090,242625,372050,399614,341262,368473,180068,299309,309615,312848,285077,285641,203131,208479
2018,1,A,골목상권,1000905,도산대로15길,1654396,760613,893788,73840,645519,460079,242815,131915,100242,148747,183588,308170,341477,468956,203455,228455,248196,253232,237105,250164,246191,191033
2018,1,A,골목상권,1000725,여의대방로61길,1255884,660173,595713,60664,370962,259124,213298,196544,155306,209013,241734,204852,195222,255281,149792,183071,185010,185196,178627,180315,173824,169844
2018,1,A,골목상권,1000771,여의대방로22나길,805605,426655,378948,66309,190568,164725,143547,128084,112371,114286,146985,142764,135200,176994,89385,115841,118030,119363,113856,116717,114511,107295
2018,1,A,골목상권,1000772,여의대방로22카길,1354143,676172,677971,70155,341688,302872,222628,212251,204541,215717,230079,224953,220923,294725,167749,191784,194185,195251,187661,194346,195969,194949
2018,2,A,골목상권,1000063,우사단로14길,2525939,1334756,1191179,48942,1006052,721763,356175,224418,168601,665561,365565,311551,329263,487861,366129,293903,301273,307714,310217,387169,480098,445578
2018,1,A,골목상권,1000927,선릉로146길,1650712,758687,892023,47597,485982,485926,295975,192147,143075,168517,262710,346371,340358,363377,169386,216653,254996,257779,241838,250154,252201,177094
2018,1,A,골목상권,1000928,선릉로18길,208314,115282,93031,17677,36742,28285,35187,50461,39970,20923,46729,43626,40305,40915,15816,30393,30568,31323,28503,29635,28826,29065
2018,1,A,골목상권,1000939,학동로77길,1206765,549600,657163,48868,280830,307282,233902,170918,164968,139128,220309,249028,233975,249876,114467,176151,192065,192564,180063,183086,154783,128067
2018,1,A,골목상권,1000940,거마로20길,981704,510039,471669,50581,172639,163044,190621,227338,177496,162150,164425,161357,167842,213064,112878,135088,136494,137753,133811,138789,141759,158025
2018,1,A,골목상권,1000941,동남로20길,1430958,708696,722264,168415,260089,246930,265554,271118,218849,251383,255030,220561,218811,305222,179956,206591,204975,208828,198574,208002,202282,201703
2018,1,A,골목상권,1000951,백제고분로45길,1790170,906920,883247,75224,487081,439498,288448,277722,222198,282038,262038,278273,274378,434787,258657,246952,253462,259795,249430,258780,270485,251272
2018,1,A,골목상권,1000952,백제고분로46길,1591667,785748,805917,116734,358963,333936,263808,283577,234659,267490,273368,251854,255291,345710,197952,225549,229192,233462,222587,227293,227149,226441
2018,1,A,골목상권,1000953,백제고분로50길,1404800,726330,678468,107074,307273,323418,245429,236695,184916,238629,245565,230347,218473,299692,172102,198414,198923,205664,194468,199604,200685,207039
2018,1,A,골목상권,1000773,여의대방로24길,1234135,651723,582408,101587,305784,253325,210112,195611,167714,173111,210708,211664,206959,282383,149312,178011,179754,181497,171590,178600,179016,165674
2018,1,A,골목상권,1000819,신림로48길,764370,398324,366049,30126,293128,165559,95481,94362,85718,181306,155956,98370,96962,133782,97995,103460,101296,104360,101068,102588,117162,134437
2018,1,A,골목상권,1000820,신림로64길,3753793,1904791,1849002,203426,1614833,778837,441213,402254,313233,647942,494677,487886,585793,958492,578988,497839,487943,509972,497097,523765,634404,602771
2018,1,A,골목상권,1000929,압구정로2길,1945905,904755,1041154,110605,705595,496250,313086,180778,139592,219330,233965,326381,372428,542020,251771,263552,280258,288744,274794,293506,306889,238164
2018,1,A,골목상권,1000975,동남로82길,50218,39250,10970,6083,5979,5969,10683,14219,7282,3360,16176,14484,10007,4180,2005,8129,8571,8155,7429,7814,6349,3766
2018,1,A,골목상권,1000976,동남로85길,428809,217893,210913,57212,65390,78949,91963,73791,61512,77997,85647,67624,67912,80756,48868,61201,60042,60854,58903,61419,61785,64610
2018,1,A,골목상권,1000987,양재대로116길,2432307,1255757,1176561,138348,513877,489040,452702,484501,353840,442868,389005,348246,367389,534038,350759,344142,348324,350051,340462,352286,358049,338992
2018,1,A,골목상권,1000988,양재대로124길,2102124,1075658,1026472,196648,419280,406533,369377,390629,319645,386954,368993,304165,314695,449321,277993,295015,294762,301448,292761,299396,312671,306074
2018,1,A,골목상권,1000989,양재대로133길,2584177,1310519,1273666,283768,527567,459889,449476,465699,397784,425210,429930,396593,413642,578507,340303,362059,361404,374846,360408,371771,384434,369267
2018,1,A,골목상권,1000999,진황도로27길,2865369,1450728,1414645,149305,636120,618597,501353,521293,438711,568571,504713,405669,415978,585896,384550,393987,395238,402947,392785,403946,434955,441511
2018,1,A,골목상권,1001000,진황도로47길,3250273,1656699,1593584,154235,696724,672462,616977,640144,469737,557386,532148,497980,506446,704105,452212,461281,470696,475221,451633,470614,462504,458329
2018,1,A,골목상권,1001001,천중로39길,2393627,1211333,1182297,243774,492290,454830,415013,421924,365807,442542,411986,341191,357271,515206,325445,334412,332867,342333,332779,341701,359139,350406
2018,1,A,골목상권,1000821,신림로65길,4434401,2288612,2145791,248301,1993111,914293,491353,448397,338944,821962,548865,523228,654834,1141493,744034,572602,560491,594631,580767,619955,775910,730045
2018,1,A,골목상권,1000867,사평대로26길,536562,252969,283594,31101,100465,121439,129975,86112,67478,56365,87683,103257,96267,125070,67923,77176,81318,80973,76532,80620,75616,64325
2018,1,A,골목상권,1000868,사평대로57길,3156535,1676825,1479705,106821,1095229,910718,495519,315485,232752,479241,453240,525796,527882,743867,426509,451220,464272,484783,445377,493383,463106,354393
2018,1,A,골목상권,1000977,명일로13길,1708135,860857,847284,135925,312162,304125,316648,333210,306070,305640,320666,272324,270920,343251,195335,245607,248349,249758,236674,243655,238528,245573
2018,2,A,골목상권,1000013,율곡로10길,1218626,702756,515871,24779,407345,254542,196227,176970,158760,119798,139859,223174,252951,334984,147856,163570,171731,172131,174777,197043,196399,142978
2018,2,A,골목상권,1000014,율곡로16길,1712931,985194,727737,48991,428823,356799,305703,307387,265225,155426,320950,400152,369804,340635,125967,267918,275437,271487,282449,279121,190614,145910
2018,2,A,골목상권,1000015,이화장길,2304488,1149608,1154885,132161,821128,497302,349937,288108,215851,199143,330261,442352,486967,610661,235110,312076,328660,340131,346322,361668,339343,276297
2018,2,A,골목상권,1000025,통일로12길,996166,486269,509896,76770,172261,175015,200606,183904,187603,153055,201655,172165,163674,196053,109568,136659,138302,139734,138206,142499,149345,151428
2018,2,A,골목상권,1000026,평창길,69418,27708,41715,5126,12969,11106,12598,14643,12976,19912,8529,14043,12315,11078,3548,10639,10928,9226,9897,10229,8176,10323
2018,2,A,골목상권,1000027,필운대로1길,1135020,508607,626420,109590,286896,248101,216685,163843,109908,96581,166250,247165,231825,282436,110766,157313,167001,165136,174480,176381,165167,129556
2018,2,A,골목상권,1000037,동호로20길,1765498,908623,856881,82504,466223,374683,309574,302497,230019,225399,310654,330823,304649,398100,195868,256782,261865,260703,273123,276479,229831,206705
2018,2,A,골목상권,1000038,동호로8길,2275632,1140824,1134811,134159,561355,497738,374512,360935,346930,294781,382956,385345,372866,543221,296455,334185,330217,327482,335234,349130,306368,293021
2018,2,A,골목상권,1000039,명동길,4432174,2249558,2182609,111756,1242077,1129521,855199,630594,463026,148026,606679,1111774,1047277,1181700,336708,652076,673922,680462,730739,767548,507601,419823
2018,1,A,골목상권,1000869,서초대로15길,1412694,715220,697468,107993,306829,306951,271402,217861,201663,205441,246447,258950,242205,302403,157249,208237,210020,211028,198904,205439,187059,191994
2018,1,A,골목상권,1000726,영등포로25길,1370350,766505,603849,48434,312067,309299,237343,253867,209348,195658,235458,253053,236910,292392,156886,192571,199621,201003,188425,205429,195578,187718
2018,1,A,골목상권,1000727,영등포로27길,1242721,693007,549721,39759,275116,274726,216872,238367,197891,177694,220841,232531,226034,254669,130961,171892,175719,176575,166610,183180,190349,178389
2018,2,A,골목상권,1000064,우사단로4길,1947439,1058266,889163,49017,668056,534707,301323,211323,183022,493006,348856,255361,253564,351546,245103,236536,237882,258214,261354,297109,334713,321638
2018,2,A,골목상권,1000065,원효로19길,844755,451792,392963,47309,155722,203303,186499,137965,113958,159672,171756,138175,131896,154544,88714,122857,117746,118887,124567,123427,121732,115544
2018,2,A,골목상권,1000066,원효로41길,961356,516694,444667,48430,184984,226188,211635,155715,134403,204114,181144,149369,142785,178071,105868,145062,135126,136795,138512,137203,140207,128455
2018,2,A,골목상권,1000076,청파로73길,1073475,582702,490765,41803,241777,255274,212881,201224,120522,137350,223392,186900,185979,222065,117799,153995,149829,150918,156518,165299,151643,145276
2018,2,A,골목상권,1000077,한강대로104길,1281030,696520,584514,39532,310118,318169,256321,205466,151425,165764,238218,260816,223037,270841,122357,186089,183062,182912,194355,200734,159971,173907
2018,2,A,골목상권,1000078,한강대로15길,386281,225558,160719,17296,85398,91559,77239,65798,48983,47767,73566,77993,69721,78579,38649,55094,53621,52662,54430,56753,61773,51945
2018,1,A,골목상권,1000906,도산대로23길,1637352,753053,884299,72417,589909,457361,257619,147619,112430,136160,200343,327610,348258,440204,184778,231279,252971,255513,239246,250720,233787,173817
2018,1,A,골목상권,1000907,도산대로30길,1266536,679096,587437,24116,375163,402837,242062,129774,92591,102007,194310,305936,266695,285503,112090,196583,215927,217363,197116,200102,133868,105578
2018,1,A,골목상권,1000908,도산대로38길,1258017,679096,578922,24295,356376,403656,245133,131007,97544,100454,193990,308668,264462,279807,110640,197592,218494,219318,198054,200748,128469,95347
2018,1,A,골목상권,1000728,영등포로35길,2321474,1163965,1157518,91480,637955,502692,375428,374989,338944,210311,296922,445688,532985,618936,216650,316317,317479,324882,311996,327171,399726,323906
2018,1,A,골목상권,1000774,여의대방로46길,1382986,712511,670472,97112,388897,250777,255490,221490,169234,230010,264502,227660,220357,280524,159944,199980,201518,202624,196272,198380,197022,187200
2018,1,A,골목상권,1000775,장승배기로10길,1765146,869201,895948,101500,443405,369881,292346,293277,264739,289122,309708,290033,290221,376944,209113,255030,258253,255686,247190,248865,253888,246234
2018,1,A,골목상권,1000930,언주로81길,3150564,1780377,1370193,65593,853399,938350,658662,368265,266296,342109,598941,706751,610369,617703,274701,514715,539228,542488,489015,494668,310048,260410
2018,1,A,골목상권,1000931,영동대로112길,1061235,579681,481550,34680,246134,307190,223821,141393,108023,86968,199808,252926,213035,222383,86121,171952,176594,177829,166091,168532,109464,90774
2018,1,A,골목상권,1000932,영동대로65길,1689937,931258,758678,344090,308101,305183,375611,226407,130540,175088,271276,344223,313161,397161,189048,249210,262958,262496,237772,240707,214020,222774
2018,1,A,골목상권,1000942,마천로51길,818731,429494,389243,40683,132251,135072,163111,189492,158131,134980,136966,135209,139963,182158,89467,110216,109860,112275,109948,115516,120903,140021
2018,1,A,골목상권,1000943,백제고분로21길,1883210,923510,959701,150474,412838,454473,340439,281145,243837,318709,313986,289760,302591,418940,239224,266367,265674,274449,260775,265943,275674,274330
2018,1,A,골목상권,1000944,백제고분로22길,778359,401571,376792,34588,181262,202279,138483,121657,100090,149282,145874,116571,115609,155748,95277,111542,109436,112062,107340,108991,116327,112658
2018,1,A,골목상권,1000954,삼전로13길,2677437,1364798,1312644,226049,711574,608074,446097,372358,313292,446433,392561,380929,406173,651363,399972,368738,371581,381303,367740,385726,413473,388887
2018,1,A,골목상권,1000955,송이로23길,1320098,699537,620562,63991,259543,300730,268511,258359,168957,184003,228821,250859,219340,285775,151305,196884,196366,201454,190300,195274,173334,166483
2018,1,A,골목상권,1000956,송이로32길,1470116,775312,694806,118838,312373,332448,257696,264709,184056,245724,275565,240771,239540,296877,171646,217067,216062,218237,205538,215445,199144,198636
2018,1,A,골목상권,1000776,장승배기로19길,1802990,907067,895918,83631,560415,369212,253047,291516,245158,306752,329502,293452,288510,371627,213140,262514,261898,262873,252946,256491,258619,247648
2018,1,A,골목상권,1000822,신사로20길,818759,403888,414872,16978,266070,179198,128960,127211,100329,169336,144741,105403,114284,171454,113550,113914,110308,110955,109339,113514,125204,135532
2018,1,A,골목상권,1000823,신원로3길,2877952,1483582,1394370,168124,1133672,584990,345238,354037,291910,590726,434801,361144,404294,638493,448503,376552,366496,390608,375148,397644,476037,495462
2018,1,A,골목상권,1000978,상암로14길,1955653,1002888,952771,133338,381599,401975,364442,364528,309758,325850,316951,298863,321140,441879,250973,280210,276799,281748,269496,277575,288795,281051
2018,1,A,골목상권,1000979,상암로4길,1813771,934893,878882,126521,353660,377621,336861,341119,277977,297107,288278,277048,302111,416028,233196,261143,258417,264123,248410,258134,266000,257553
2018,1,A,골목상권,1000980,상암로51길,2370173,1174523,1195653,266857,489992,400764,398992,434151,379434,324770,405963,390527,387799,561821,299304,314111,315108,339647,314955,329610,346710,410043
2018,1,A,골목상권,1000990,양재대로91길,1522019,784059,737955,131812,285038,293765,281336,299943,230143,282446,276601,229664,229036,319517,184773,214339,213835,220192,207493,215465,220746,229983
2018,1,A,골목상권,1000991,양재대로95길,2304359,1161534,1142820,175529,436528,476555,421873,437630,356247,466101,436931,329940,328724,457416,285258,334991,338121,341852,309739,316058,323818,339794
2018,1,A,골목상권,1000992,양재대로96길,1604299,827520,776777,144294,287257,295268,291458,300624,285403,297582,307573,248896,243330,317710,189234,232283,235159,238010,223148,230466,219149,226099
2018,1,A,골목상권,1001002,천중로51길,2420226,1230009,1190218,270531,510077,443068,407588,430260,358702,399989,397976,365290,379621,550116,327246,334687,334823,347183,333684,344832,361438,363590
2018,1,A,골목상권,1001003,천호대로162길,3339436,1656031,1683408,205135,906996,697935,522082,555315,451972,558206,498497,470804,521378,799251,491305,456756,455968,466413,453971,485061,527827,493436
2018,1,A,골목상권,1001004,천호대로170길,3113513,1535794,1577720,181986,638977,691219,558643,581413,461282,620150,588090,452893,451993,611275,389118,446522,454697,460664,423044,427375,448492,452725
2018,1,A,골목상권,1000824,양녕로6길,2740851,1365614,1375239,144573,945581,546734,377250,378887,347830,482772,445821,395546,426923,620741,369055,385828,385708,390025,374390,387254,417763,399878
2018,1,A,골목상권,1000870,서초대로23길,1569440,790432,779011,97018,328946,353476,302698,250007,237303,214938,269652,296168,274430,340787,173464,235893,238298,237642,225311,231096,205733,195464
2018,1,A,골목상권,1000871,서초대로25길,1715520,843645,871878,88085,355074,398118,328118,276873,269256,243938,309145,320483,294321,359909,187729,260790,265412,263759,250381,252268,218030,204874
2018,2,A,골목상권,1000016,자하문로7길,1453594,686465,767130,118882,377041,333777,280438,210879,132578,115282,205791,313630,301301,372294,145300,203632,213819,211362,224176,229692,210741,160175
2018,2,A,골목상권,1000017,종로24길,1568109,969745,598364,27065,396059,292825,273636,284094,294425,75711,204898,358183,378527,415695,135091,256863,239050,241603,250490,263995,197815,118289
2018,2,A,골목상권,1000018,종로58가길,2311681,1189327,1122352,99500,462630,484978,418663,451830,394080,416503,434926,421268,397472,417529,223990,332203,335614,338646,341357,348774,320674,294412
2018,2,A,골목상권,1000028,난계로11길,2256432,1173880,1082544,70581,464554,480625,386197,458789,395679,324742,411297,378959,369711,501293,270431,334854,335077,330899,331994,344178,313978,265441
2018,2,A,골목상권,1000029,난계로21길,1520458,792700,727755,55213,306382,379176,264039,274593,241048,302507,252844,252789,265742,294227,152345,211620,210857,213177,208140,217608,237151,221904
2018,2,A,골목상권,1000030,다산로33길,2534006,1334612,1199391,130089,638573,570024,454840,446265,294212,400624,456494,438136,405019,533393,300338,370863,380370,373202,386456,395593,337252,290253
2018,2,A,골목상권,1000040,삼일대로4길,2561194,1468408,1092780,59204,563903,579347,552750,455972,350024,127804,423550,662642,552760,594773,199664,413352,401619,404632,439341,454982,239025,208246
2018,2,A,골목상권,1000041,장충단로8길,1487952,779707,708248,65213,410936,326927,253314,247150,184417,204609,260028,281378,255719,322755,163463,215699,218954,217311,228923,230583,200094,176383
2018,2,A,골목상권,1000042,청구로17길,2035790,1014506,1021285,104262,502677,434955,360801,352087,281007,277793,354059,353307,337840,467654,245123,293525,300208,299392,308494,320855,269731,243573
2018,1,A,골목상권,1000872,서초대로4길,2772025,1355821,1416209,211464,742833,553528,444787,439172,380255,331678,403380,476507,491008,699799,369657,392987,398238,407964,381259,411730,399661,380192
2018,2,A,골목상권,1000055,대사관로34길,1436658,695431,741228,13512,393804,410103,269180,188456,161608,225344,254804,241293,223455,307316,184448,205910,213072,212437,220722,219215,192209,173084
2018,2,A,골목상권,1000056,두텁바위로1길,1520565,815557,705010,93490,434707,341692,266263,211745,172667,212941,256509,287447,254702,339041,169927,216084,216642,218314,223363,231634,193658,220872
2018,2,A,골목상권,1000067,원효로53길,1461750,826714,635035,43945,301423,368905,305163,239925,202388,205333,260694,272842,247366,314224,161288,221692,214786,214763,221071,228736,191522,169165
2018,2,A,골목상권,1000068,원효로89길,1658738,809299,849432,149409,547777,382851,264470,179994,134234,203884,271047,329864,289868,379021,185053,245516,249972,250432,256712,260904,203430,191758
2018,2,A,골목상권,1000069,이촌로22길,363456,182392,181063,5651,77469,96808,68648,57882,56999,49817,58823,63073,64862,88376,38502,50429,48879,49901,49032,52355,58792,54083
2018,1,A,골목상권,1000897,논현로123길,1005167,524100,481074,17013,353260,311360,160118,87570,75849,178640,190734,161812,160462,198020,115496,149921,152659,154400,150056,150826,128806,118506
2018,1,A,골목상권,1000898,논현로139길,1877841,967567,910277,55279,651723,566063,318022,170195,116579,201144,275021,419161,392518,424469,165536,283190,296080,302075,285418,296999,230554,183532
2018,1,A,골목상권,1000899,논현로159길,1836326,790693,1045637,112318,661737,468253,278788,169254,145978,128378,217456,355844,404068,523088,207492,255783,276962,278230,259369,279195,277983,208794
2018,1,A,골목상권,1000909,도산대로50길,2212397,1136491,1075903,50691,642175,656192,407587,256407,199348,228372,318361,474304,430775,515281,245314,320852,368068,368537,336688,346942,276601,194715
2018,1,A,골목상권,1000910,도산대로81길,1021951,469773,552169,27629,290248,310038,186275,119778,87997,88600,154461,217843,216342,235699,109007,139458,161933,165429,153160,161217,141675,99086
2018,1,A,골목상권,1000911,도산대로89길,760053,385931,374113,21071,193625,218371,151760,99563,75671,100340,110998,146088,132081,172477,98067,106251,115224,117104,110567,121021,106394,83504
2018,2,A,골목상권,1000057,백범로79길,1582355,771797,810557,126723,444384,367682,270148,204966,168445,177156,301182,320964,279982,335502,167580,234474,236981,235435,239973,245006,203604,186868
